"Lizenzliste: Sage RSM AL [EZB-NALIW-00496]"			 			 			 			 			 	
"Datum: 07.02.2019 um 08:57 Uhr"			 			 			 			 			 	
"Typ der Lizenzen: Alle angezeigten Lizenzen"			 			 			 			 			 	
 			 			 			 			 			 	
"EZB-Id"	"Titel"	"Verlag"	"Fach"	"E-ISSN"	"P-ISSN"	"ZDB-Nummer"	"FrontdoorURL"	"Link zur Zeitschrift"	"erstes Jahr"	"erstes volume"	"erstes issue"	"letztes Jahr"	"letztes volume"	"letztes issue"	"Embargo"	"Schlagworte"
40843	"Acta Radiologica (inkl. Supplemente)"	"Sage Publications ; formerly: Royal Society of Medicine Press ; Informa Healthcare ; Wiley"	"Medizin"	"1600-0455"	"0001-6926;0284-1851;0365-5954"	"2024579-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=40843"	"http://journals.sagepub.com/home/acr"	1999	40					12	"Radiologie"
9859	"Annals of Clinical Biochemistry"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"1758-1001"	"0004-5632;0369-8564"	"2041298-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=9859"	"http://journals.sagepub.com/home/acb"	1999	36					12	"Labormedizin"
65814	"Clinical Ethics"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"1758-101X"	"1477-7509"	"2231775-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=65814"	"http://journals.sagepub.com/home/cet"	2006	1					12	"Bioethik;Medizinethik"
9725	"Experimental Biology and Medicine (formerly Proceedings of the Society for Experimental Biology and Medicine)"	"Sage Publications (formerly Royal Society of Medicine Press ; Blackwell)"	"Biologie;Medizin"	"1525-1373;1535-3699"	"0037-9727;1535-3702"	"2020856-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=9725"	"http://journals.sagepub.com/home/ebm"	1999	220					12	"Experimentelle Biologie;Labormedizin"
115634	"Hand Therapy (formerly British Journal of Hand Therapy)"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"1758-9991"	"1369-9571;1758-9983"	"2492669-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=115634"	"http://journals.sagepub.com/home/hth"	1999	4					12	"Orthopädie"
8202	"Handbook of Practice Management"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"2047-718X"	"0962-144X"	"2041849-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=8202"	"http://journals.sagepub.com/home/hpm"	2013		88				12	"Krankenhauswesen"
8854	"Health Services Management Research"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"1758-1044"	"0951-4848"	"2035604-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=8854"	"http://journals.sagepub.com/home/hsm"	1999	12					12	"Öffentliches Gesundheitswesen"
106182	"International Journal of Care Coordination (formerly: International Journal of Care Pathways)"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"1758-1079;2040-4034;2053-4353"	"1473-2297;2040-4026;2053-4345"	"2750017-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=106182"	"http://journals.sagepub.com/home/icp"	1999	3					12	"Krankenpflege"
4847	"International Journal of STD & AIDS"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"1758-1052"	"0956-4624"	"2009782-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=4847"	"http://journals.sagepub.com/home/std"	1999	10					12	"Sexualmedizin; AIDS"
8855	"Journal of Health Services Research & Policy"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin;Politologie"	"1758-1060"	"1355-8196"	"2039416-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=8855"	"http://journals.sagepub.com/home/hsr"	1999	4					12	"Gesundheitspolitik;Öffentliches Gesundheitswesen"
106178	"Journal of Medical Biography"	"Sage Publications (formerly Royal Society of Medicine Press)"	"Medizin"	"1758-1087"	"0967-7720"	"2425821-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALIW&jour_id=106178"	"http://journals.sagepub.com/home/jmb"	1999	7					12	"Geschichte der Medizin"
